Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Phenophase_ID,Phenophase_Description,First_Yes_Sample_Size,Mean_First_Yes_Year,Mean_First_Yes_DOY,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,Mean_NumDays_Since_Prior_No,SE_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Mean_Last_Yes_Year,Mean_Last_Yes_DOY,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,Mean_NumDays_Until_Next_No,SE_NumDays_Until_Next_No
32877,38.595692,-85.955193,273,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,242,2459457,-9999,7,-9999,1,2021,277,2459492,-9999,7,-9999
32877,38.595692,-85.955193,273,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,102,2459317,-9999,5,-9999,1,2021,277,2459492,-9999,7,-9999
32893,40.811333,-82.023102,329,OH,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,101,2459316,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
32985,39.009678,-77.095146,65,MD,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,122,2459337,-9999,7,-9999
32985,39.009678,-77.095146,65,MD,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,100,2459315,-9999,5,-9999,1,2021,122,2459337,-9999,7,-9999
33012,42.011364,-93.638145,276,IA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,97,2459312,-9999,7,-9999,1,2021,130,2459345,-9999,11,-9999
33012,42.011364,-93.638145,276,IA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,123,2459338,-9999,11,-9999,1,2021,130,2459345,-9999,11,-9999
34241,39.037189,-77.496223,78,VA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,95,2459310,-9999,12,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
34665,38.999882,-86.59021,281,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,83,2459298,-9999,17,-9999,1,2021,119,2459334,-9999,4,-9999
34665,38.999882,-86.59021,281,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,98,2459313,-9999,2,-9999,1,2021,119,2459334,-9999,4,-9999
35126,39.585384,-86.182289,220,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,2,2021,83,2459298,0,11,0,2,2021,108,2459323,0,22,0
35126,39.585384,-86.182289,220,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2021,102,2459317,0,5,0,2,2021,108,2459323,0,22,0
36119,38.938217,-76.49659,15,MD,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,107,2459322,-9999,26,-9999
36436,39.027634,-76.796936,35,MD,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,88,2459303,-9999,7,-9999,1,2021,129,2459344,-9999,7,-9999
36436,39.027634,-76.796936,35,MD,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,100,2459315,-9999,9,-9999,1,2021,129,2459344,-9999,7,-9999
41802,39.910755,-86.424187,284,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,103,2459318,-9999,7,-9999,1,2021,117,2459332,-9999,7,-9999
41802,39.910755,-86.424187,284,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,103,2459318,-9999,7,-9999,1,2021,117,2459332,-9999,7,-9999
41903,34.287571,-86.849609,306,AL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,83,2459298,-9999,11,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
42007,39.789318,-84.890862,294,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,90,2459305,-9999,16,-9999,1,2021,123,2459338,-9999,7,-9999
42007,39.789318,-84.890862,294,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,108,2459323,-9999,6,-9999,1,2021,123,2459338,-9999,7,-9999
42060,39.627743,-86.380142,218,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,88,2459303,-9999,12,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
42060,39.627743,-86.380142,218,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,88,2459303,-9999,12,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
42186,39.994469,-86.344513,281,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,91,2459306,-9999,9,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
42186,39.994469,-86.344513,281,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,108,2459323,-9999,9,-9999,1,2021,111,2459326,-9999,4,-9999
42343,38.771923,-85.282578,151,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,89,2459304,-9999,7,-9999,1,2021,110,2459325,-9999,14,-9999
42343,38.771923,-85.282578,151,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,103,2459318,-9999,14,-9999,1,2021,110,2459325,-9999,14,-9999
42612,37.653145,-92.083344,256,MO,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,72,2459287,-9999,6,-9999,1,2021,108,2459323,-9999,7,-9999
42612,37.653145,-92.083344,256,MO,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,99,2459314,-9999,6,-9999,1,2021,108,2459323,-9999,7,-9999
42726,35.665653,-82.533623,745,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,98,2459313,-9999,18,-9999
42726,35.665653,-82.533623,745,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,98,2459313,-9999,9,-9999,1,2021,98,2459313,-9999,18,-9999
42776,41.084698,-85.163902,240,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,85,2459300,-9999,9,-9999,1,2021,130,2459345,-9999,10,-9999
42776,41.084698,-85.163902,240,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,102,2459317,-9999,3,-9999,1,2021,130,2459345,-9999,10,-9999
42815,39.368813,-87.367851,162,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,77,2459292,-9999,8,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
42815,39.368813,-87.367851,162,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,92,2459307,-9999,10,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
43106,39.742039,-89.444275,176,IL,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,97,2459312,-9999,3,-9999,1,2021,114,2459329,-9999,10,-9999
43106,39.742039,-89.444275,176,IL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,97,2459312,-9999,3,-9999,1,2021,114,2459329,-9999,10,-9999
43334,31.856649,-92.286476,27,LA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,75,2459290,-9999,11,-9999
43334,31.856649,-92.286476,27,LA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,75,2459290,-9999,11,-9999
43451,40.951477,-73.750496,37,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,89,2459304,-9999,3,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
43781,37.82851,-79.857574,465,VA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,115,2459330,-9999,7,-9999
43781,37.82851,-79.857574,465,VA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,97,2459312,-9999,5,-9999,1,2021,115,2459330,-9999,7,-9999
43800,37.744896,-96.249573,321,KS,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,100,2459315,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
43801,37.746494,-96.249763,313,KS,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,100,2459315,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
43881,38.74696,-77.577141,80,VA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,117,2459332,-9999,20,-9999
43881,38.74696,-77.577141,80,VA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,117,2459332,-9999,20,-9999
44146,40.101246,-76.323044,112,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,3,2021,125,2459340,0.33333333333333,2,1,3,2021,126,2459341,0.8819171036882,2.3333333333333,1.3333333333333
44146,40.101246,-76.323044,112,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,3,2021,127,2459342,0.66666666666667,3.6666666666667,1.3333333333333
44151,39.099831,-76.95166,134,MD,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2021,261,2459476,-9999,27,-9999,2,2021,196,2459411,77.5,12,4
44151,39.099831,-76.95166,134,MD,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,118,2459333,-9999,16,-9999
44153,41.986366,-75.829926,366,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,146,2459361,-9999,7,-9999
44153,41.986366,-75.829926,366,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,125,2459340,-9999,3,-9999,1,2021,146,2459361,-9999,7,-9999
44155,38.767632,-77.215584,65,VA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,114,2459329,-9999,2,-9999
44155,38.767632,-77.215584,65,VA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,114,2459329,-9999,2,-9999
44165,40.318806,-75.87133,106,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,125,2459340,-9999,7,-9999
44165,40.318806,-75.87133,106,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,125,2459340,-9999,7,-9999
44168,40.517921,-75.364311,182,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,131,2459346,-9999,7,-9999
44168,40.517921,-75.364311,182,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,119,2459334,-9999,8,-9999,1,2021,131,2459346,-9999,7,-9999
44174,40.328682,-76.730431,154,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,4,2021,127,2459342,3,8.5,1.5
44174,40.328682,-76.730431,154,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,4,2021,127,2459342,3,8.5,1.5
44196,40.780937,-77.906799,383,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,134,2459349,-9999,23,-9999
44196,40.780937,-77.906799,383,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,120,2459335,-9999,7,-9999,1,2021,134,2459349,-9999,23,-9999
44200,40.651798,-75.454597,121,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,132,2459347,-9999,10,-9999
44200,40.651798,-75.454597,121,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,132,2459347,-9999,10,-9999
44201,40.280037,-76.999435,144,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,2,2021,125,2459340,1.5,7.5,4.5
44201,40.280037,-76.999435,144,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,2,2021,126,2459341,0,12,0
44214,42.098446,-80.050003,299,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,7,2021,140,2459355,0,9,0
44214,42.098446,-80.050003,299,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,7,2021,140,2459355,0,9,0
44223,41.485497,-78.55497,257,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2021,125,2459340,-9999,8,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
44231,39.994823,-76.525269,174,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,117,2459332,-9999,9,-9999
44231,39.994823,-76.525269,174,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,117,2459332,-9999,9,-9999
44260,36.7384,-93.128662,281,MO,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,110,2459325,-9999,1,-9999
44260,36.7384,-93.128662,281,MO,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,110,2459325,-9999,1,-9999
44338,40.107903,-77.03672,177,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,135,2459350,-9999,8,-9999
44338,40.107903,-77.03672,177,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2021,135,2459350,-9999,8,-9999
859,40.059612,-83.009933,255,OH,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2022,111,2459691,-9999,10,-9999
859,40.059612,-83.009933,255,OH,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2022,111,2459691,-9999,10,-9999
1444,42.722549,-78.84343,239,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,138,2459718,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
1444,42.722549,-78.84343,239,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,138,2459718,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
1624,40.75375,-73.885437,19,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,105,2459685,-9999,3,-9999,1,2022,125,2459705,-9999,7,-9999
1624,40.75375,-73.885437,19,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,107,2459687,-9999,2,-9999,1,2022,125,2459705,-9999,7,-9999
2772,36.440838,-84.323586,383,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,104,2459684,-9999,5,-9999,1,2022,104,2459684,-9999,8,-9999
6481,42.456135,-72.344215,253,MA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,105,2459685,-9999,7,-9999,1,2022,137,2459717,-9999,6,-9999
6481,42.456135,-72.344215,253,MA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,133,2459713,-9999,4,-9999,1,2022,137,2459717,-9999,6,-9999
6701,36.03521,-83.950249,345,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2022,80,2459660,-9999,20,-9999
8253,40.672852,-111.969254,1331,UT,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,93,2459673,-9999,20,-9999,1,2022,108,2459688,-9999,4,-9999
9341,35.639874,-83.687721,444,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,63,2459643,-9999,4,-9999,1,2022,84,2459664,-9999,5,-9999
9341,35.639874,-83.687721,444,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,74,2459654,-9999,11,-9999,1,2022,81,2459661,-9999,3,-9999
10585,41.433689,-81.693153,220,OH,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,83,2459663,-9999,7,-9999,1,2022,132,2459712,-9999,7,-9999
10585,41.433689,-81.693153,220,OH,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,118,2459698,-9999,7,-9999,1,2022,132,2459712,-9999,7,-9999
12249,42.518417,-76.556999,175,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,97,2459677,-9999,7,-9999,1,2022,136,2459716,-9999,7,-9999
12249,42.518417,-76.556999,175,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,129,2459709,-9999,9,-9999,1,2022,136,2459716,-9999,7,-9999
18537,40.86404,-73.878288,28,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,81,2459661,-9999,5,-9999,1,2022,134,2459714,-9999,4,-9999
18537,40.86404,-73.878288,28,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,111,2459691,-9999,1,-9999,1,2022,134,2459714,-9999,4,-9999
19380,35.811588,-78.713982,129,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,299,2459879,-9999,20,-9999,1,2022,85,2459665,-9999,11,-9999
19380,35.811588,-78.713982,129,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2022,85,2459665,-9999,11,-9999
20120,42.366829,-71.257408,53,MA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,115,2459695,-9999,3,-9999,1,2022,117,2459697,-9999,2,-9999
21761,36.758217,-91.880905,312,MO,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,89,2459669,-9999,3,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
22017,35.497227,-82.608856,673,NC,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,2,2022,110,2459690,0,7,0
22017,35.497227,-82.608856,673,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2022,100,2459680,3.5,7,0,2,2022,110,2459690,0,7,0
22580,42.077522,-72.558563,52,MA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,79,2459659,-9999,6,-9999,1,2022,135,2459715,-9999,6,-9999
22580,42.077522,-72.558563,52,MA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,125,2459705,-9999,4,-9999,1,2022,135,2459715,-9999,6,-9999
23309,39.950382,-86.264549,255,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,96,2459676,-9999,7,-9999,1,2022,110,2459690,-9999,28,-9999
23738,35.664925,-105.927788,2182,NM,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,121,2459701,-9999,14,-9999,1,2022,135,2459715,-9999,25,-9999
23738,35.664925,-105.927788,2182,NM,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,121,2459701,-9999,14,-9999,1,2022,135,2459715,-9999,25,-9999
25330,32.731949,-97.116386,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,68,2459648,-9999,5,-9999,1,2022,68,2459648,-9999,1,-9999
25330,32.731949,-97.116386,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2022,76,2459656,7.5,9.5,4.5,1,2022,82,2459662,-9999,1,-9999
25424,42.286526,-72.653793,40,MA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,86,2459666,-9999,4,-9999,1,2022,140,2459720,-9999,3,-9999
25424,42.286526,-72.653793,40,MA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,124,2459704,-9999,4,-9999,1,2022,140,2459720,-9999,3,-9999
26119,40.751404,-111.863243,1320,UT,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,87,2459667,-9999,6,-9999,1,2022,77,2459657,-9999,4,-9999
26119,40.751404,-111.863243,1320,UT,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,109,2459689,-9999,11,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
26897,40.128613,-75.340515,39,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2022,136,2459716,-9999,2,-9999
26897,40.128613,-75.340515,39,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,92,2459672,-9999,1,-9999,1,2022,136,2459716,-9999,2,-9999
29012,38.953266,-75.934799,6,MD,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,70,2459650,-9999,14,-9999,1,2022,112,2459692,-9999,14,-9999
29012,38.953266,-75.934799,6,MD,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,112,2459692,-9999,14,-9999,1,2022,112,2459692,-9999,14,-9999
30085,38.957569,-75.93177,12,MD,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,84,2459664,-9999,14,-9999,1,2022,126,2459706,-9999,14,-9999
30085,38.957569,-75.93177,12,MD,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,98,2459678,-9999,14,-9999,1,2022,112,2459692,-9999,14,-9999
31082,38.776043,-76.069687,9,MD,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,81,2459661,-9999,6,-9999,1,2022,115,2459695,-9999,21,-9999
31082,38.776043,-76.069687,9,MD,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,97,2459677,-9999,8,-9999,1,2022,115,2459695,-9999,21,-9999
31699,39.871071,-86.161232,237,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,3,2022,80,2459660,2.0275875100994,7.3333333333333,3.8441875315569,3,2022,130,2459710,0,10,0
31699,39.871071,-86.161232,237,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,3,2022,115,2459695,4.2557151116012,8.3333333333333,2.6666666666667,3,2022,130,2459710,0,10,0
32789,40.73082,-73.99733,5,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,82,2459662,-9999,18,-9999,1,2022,129,2459709,-9999,2,-9999
32789,40.73082,-73.99733,5,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,109,2459689,-9999,8,-9999,1,2022,136,2459716,-9999,4,-9999
32877,38.595692,-85.955193,273,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,59,2459639,-9999,7,-9999,1,2022,122,2459702,-9999,8,-9999
32877,38.595692,-85.955193,273,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,108,2459688,-9999,7,-9999,1,2022,122,2459702,-9999,8,-9999
32985,39.009678,-77.095146,65,MD,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,93,2459673,-9999,15,-9999,1,2022,121,2459701,-9999,7,-9999
32985,39.009678,-77.095146,65,MD,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,93,2459673,-9999,15,-9999,1,2022,121,2459701,-9999,7,-9999
33012,42.011364,-93.638145,276,IA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2022,139,2459719,-9999,7,-9999
33012,42.011364,-93.638145,276,IA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,131,2459711,-9999,5,-9999,1,2022,139,2459719,-9999,7,-9999
34665,38.999882,-86.59021,281,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2022,89,2459669,-9999,10,-9999,1,2022,117,2459697,-9999,8,-9999
34665,38.999882,-86.59021,281,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,104,2459684,-9999,3,-9999,1,2022,117,2459697,-9999,8,-9999
35126,39.585384,-86.182289,220,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,2,2022,101,2459681,0,17,0,2,2022,113,2459693,0,27,0
35126,39.585384,-86.182289,220,IN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2022,113,2459693,0,12,0,2,2022,113,2459693,0,27,0
36119,38.938217,-76.49659,15,MD,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,2,2022,78,2459658,0,17,0,2,2022,121,2459701,3,8,2
36119,38.938217,-76.49659,15,MD,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2022,108,2459688,4.5,9.5,0.5,2,2022,121,2459701,3,8,2
36436,39.027634,-76.796936,35,MD,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2022,99,2459679,-9999,21,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
37196,41.814323,-88.070099,204,IL,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,4,2022,129,2459709,0,8.25,0.25,4,2022,138,2459718,0.25,8.25,0.25
37196,41.814323,-88.070099,204,IL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,4,2022,129,2459709,0,8.25,0.25,4,2022,138,2459718,0.25,8.25,0.25
37197,41.813972,-88.068817,207,IL,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,3,2022,109,2459689,0,4,0,3,2022,134,2459714,0,3,0
37197,41.813972,-88.068817,207,IL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,3,2022,119,2459699,2.6666666666667,4.6666666666667,1.6666666666667,3,2022,134,2459714,0,3,0
38379,38.078102,-85.610085,184,KY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,2,2022,112,2459692,3.5,6.5,0.5
38379,38.078102,-85.610085,184,KY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2022,104,2459684,4,8,0,2,2022,112,2459692,3.5,6.5,0.5
